# param-sweep per-variant results (fail-closed gate: bash parity/param-sweep-verify.sh <workDir>)
# corpus: 1900 variants, parity/programs/param-sweep/manifest.tsv (regeneration drift-checked inside the gate)
# authority: noisemaker@c9ee8a049b2b63cd300da67c01ee40baf29dc288 (v1.0.176), worktree checkout passed via NM_REFERENCE_ROOT
# oracle: node tools/export-graph.mjs — 1900/1900 ok
# candidate: C# live DSL compiler, dotnet 8 tools/graphdump — 1900/1900 ok (no Unity editor)
# diff: python3 parity/graph-diff.py — 1900 graph-clean, 0 FAIL, 0 missing, exit 0
classicNoisedeck__refract__blendMode__negation	PASS
classicNoisedeck__refract__blendMode__overlay	PASS
classicNoisedeck__refract__blendMode__phoenix	PASS
classicNoisedeck__refract__blendMode__reflect	PASS
classicNoisedeck__refract__blendMode__screen	PASS
classicNoisedeck__refract__blendMode__softLight	PASS
classicNoisedeck__refract__blendMode__subtract	PASS
classicNoisedeck__refract__mix__mid	PASS
classicNoisedeck__refract__mode__reflect	PASS
classicNoisedeck__refract__amount__mid	PASS
classicNoisedeck__refract__direction__mid	PASS
classicNoisedeck__refract__wrap__clamp	PASS
classicNoisedeck__refract__wrap__repeat	PASS
classicNoisedeck__splat__enabled__false	PASS
classicNoisedeck__splat__mode__color	PASS
classicNoisedeck__splat__mode__displace	PASS
classicNoisedeck__splat__mode__negative	PASS
classicNoisedeck__splat__scale__mid	PASS
classicNoisedeck__splat__seed__mid	PASS
classicNoisedeck__splat__cutoff__mid	PASS
classicNoisedeck__splat__speed__mid	PASS
classicNoisedeck__splat__useSpecks__false	PASS
classicNoisedeck__splat__speckMode__displace	PASS
classicNoisedeck__splat__speckMode__invert	PASS
classicNoisedeck__splat__speckMode__negative	PASS
classicNoisedeck__splat__speckScale__mid	PASS
classicNoisedeck__splat__speckSeed__mid	PASS
classicNoisedeck__splat__speckCutoff__mid	PASS
classicNoisedeck__splat__speckSpeed__mid	PASS
filter__adjust__mode__hsv	PASS
filter__adjust__mode__oklab	PASS
filter__adjust__mode__oklch	PASS
filter__adjust__rotation__mid	PASS
filter__adjust__hueRange__mid	PASS
filter__adjust__saturation__mid	PASS
filter__adjust__brightness__mid	PASS
filter__adjust__contrast__mid	PASS
filter__bloom__threshold__mid	PASS
filter__bloom__softKnee__mid	PASS
filter__bloom__intensity__mid	PASS
filter__bloom__radius__mid	PASS
filter__bloom__taps__mid	PASS
filter__blur__radiusX__mid	PASS
filter__blur__radiusY__mid	PASS
filter__bulge__strength__mid	PASS
filter__bulge__aspectLens__false	PASS
filter__bulge__wrap__repeat	PASS
filter__bulge__wrap__clamp	PASS
filter__bulge__rotation__mid	PASS
filter__bulge__antialias__false	PASS
filter__celShading__mix__mid	PASS
filter__celShading__levels__mid	PASS
filter__celShading__gamma__mid	PASS
filter__celShading__antialias__true	PASS
filter__celShading__edgeWidth__mid	PASS
filter__celShading__edgeThreshold__mid	PASS
filter__celShading__strength__mid	PASS
filter__channel__scale__mid	PASS
filter__channel__offset__mid	PASS
filter__chroma__targetHue__mid	PASS
filter__chroma__range__mid	PASS
filter__chroma__feather__mid	PASS
filter__chromaticAberration__aberration__mid	PASS
filter__chromaticAberration__passthru__mid	PASS
filter__chrome__detail__mid	PASS
filter__chrome__smoothness__mid	PASS
filter__chrome__distortion__mid	PASS
filter__clouds__seed__mid	PASS
filter__clouds__scale__mid	PASS
filter__clouds__speed__mid	PASS
filter__colorReplace__sensitivity__mid	PASS
filter__colorReplace__smoothing__mid	PASS
filter__colorReplace__colorMix__mid	PASS
filter__colorReplace__replaceAlpha__mid	PASS
filter__colorReplace__keepAlpha__mid	PASS
filter__convolutionFeedback__sharpenRadius__mid	PASS
filter__convolutionFeedback__sharpenAmount__mid	PASS
filter__convolutionFeedback__blurRadius__mid	PASS
filter__convolutionFeedback__blurAmount__mid	PASS
filter__convolutionFeedback__intensity__mid	PASS
filter__corrupt__intensity__mid	PASS
filter__corrupt__bandHeight__mid	PASS
filter__corrupt__sort__mid	PASS
filter__corrupt__shift__mid	PASS
filter__corrupt__channelShift__mid	PASS
filter__corrupt__melt__mid	PASS
filter__corrupt__scatter__mid	PASS
filter__corrupt__bits__mid	PASS
filter__corrupt__speed__mid	PASS
filter__corrupt__seed__mid	PASS
filter__craquelure__spacing__mid	PASS
filter__craquelure__depth__mid	PASS
filter__craquelure__brightness__mid	PASS
filter__craquelure__seed__mid	PASS
filter__crt__alpha__mid	PASS
filter__crt__speed__mid	PASS
filter__crt__seed__mid	PASS
filter__degauss__displacement__mid	PASS
filter__degauss__direction__mid	PASS
filter__degauss__seed__mid	PASS
filter__degauss__speed__mid	PASS
filter__deriv__amount__mid	PASS
filter__directionalBlur__angle__mid	PASS
filter__directionalBlur__distance__mid	PASS
filter__dither__type__bayer2x2	PASS
filter__dither__type__bayer8x8	PASS
filter__dither__type__dot	PASS
filter__dither__type__line	PASS
filter__dither__type__crosshatch	PASS
filter__dither__type__noise	PASS
filter__dither__type__errorDiffusion	PASS
filter__dither__matrixScale__mid	PASS
filter__dither__threshold__mid	PASS
filter__dither__palette__monochrome	PASS
filter__dither__palette__dotMatrixGreen	PASS
filter__dither__palette__amberMonitor	PASS
filter__dither__palette__pico8	PASS
filter__dither__palette__commodore64	PASS
filter__dither__palette__cgaPalette1	PASS
filter__dither__palette__zxSpectrum	PASS
filter__dither__palette__appleII	PASS
filter__dither__palette__ega	PASS
filter__dither__levels__mid	PASS
filter__dither__mix__mid	PASS
filter__edge__kernel__fine	PASS
filter__edge__kernel__contour	PASS
filter__edge__level__mid	PASS
filter__edge__contourSide__upper	PASS
filter__edge__size__kernel7x7	PASS
filter__edge__channel__luminance	PASS
filter__edge__amount__mid	PASS
filter__edge__invert__on	PASS
filter__edge__threshold__mid	PASS
filter__edge__blend__add	PASS
filter__edge__blend__darken	PASS
filter__edge__blend__difference	PASS
filter__edge__blend__dodge	PASS
filter__edge__blend__lighten	PASS
filter__edge__blend__multiply	PASS
filter__edge__blend__overlay	PASS
filter__edge__blend__screen	PASS
filter__edge__mix__mid	PASS
filter__emboss__style__gray	PASS
filter__emboss__amount__mid	PASS
filter__emboss__angle__mid	PASS
filter__emboss__height__mid	PASS
filter__emboss__colorAmount__mid	PASS
filter__extrude__type__pyramids	PASS
filter__extrude__size__mid	PASS
filter__extrude__depth__mid	PASS
filter__extrude__depthSource__random	PASS
filter__extrude__solidFront__false	PASS
filter__feedback__blendMode__add	PASS
filter__feedback__blendMode__cloak	PASS
filter__feedback__blendMode__colorBurn	PASS
filter__feedback__blendMode__colorDodge	PASS
filter__feedback__blendMode__darken	PASS
filter__feedback__blendMode__difference	PASS
filter__feedback__blendMode__exclusion	PASS
filter__feedback__blendMode__glow	PASS
filter__feedback__blendMode__hardLight	PASS
filter__feedback__blendMode__lighten	PASS
filter__feedback__blendMode__multiply	PASS
filter__feedback__blendMode__negation	PASS
filter__feedback__blendMode__overlay	PASS
filter__feedback__blendMode__phoenix	PASS
filter__feedback__blendMode__reflect	PASS
filter__feedback__blendMode__screen	PASS
filter__feedback__blendMode__softLight	PASS
filter__feedback__blendMode__subtract	PASS
filter__feedback__mix__mid	PASS
filter__feedback__scaleAmt__mid	PASS
filter__feedback__rotation__mid	PASS
filter__feedback__refractAAmt__mid	PASS
filter__feedback__refractBAmt__mid	PASS
filter__feedback__refractADir__mid	PASS
filter__feedback__refractBDir__mid	PASS
filter__feedback__hueRotation__mid	PASS
filter__feedback__intensity__mid	PASS
filter__feedback__aberration__mid	PASS
filter__feedback__distortion__mid	PASS
filter__fibers__density__mid	PASS
filter__fibers__seed__mid	PASS
filter__fibers__alpha__mid	PASS
filter__flipMirror__mode__none	PASS
filter__flipMirror__mode__all	PASS
filter__flipMirror__mode__horizontal	PASS
filter__flipMirror__mode__vertical	PASS
filter__flipMirror__mode__mirrorLtoR	PASS
filter__flipMirror__mode__mirrorRtoL	PASS
filter__flipMirror__mode__mirrorUtoD	PASS
filter__flipMirror__mode__mirrorDtoU	PASS
filter__flipMirror__mode__mirrorLtoRDtoU	PASS
filter__flipMirror__mode__mirrorRtoLUtoD	PASS
filter__flipMirror__mode__mirrorRtoLDtoU	PASS
filter__fxaa__strength__mid	PASS
filter__fxaa__sharpness__mid	PASS
filter__fxaa__threshold__mid	PASS
filter__glowingEdge__shape__diamond	PASS
filter__glowingEdge__shape__square	PASS
filter__glowingEdge__shape__star	PASS
filter__glowingEdge__width__mid	PASS
filter__glowingEdge__alpha__mid	PASS
filter__glyphMap__cellSize__mid	PASS
filter__glyphMap__seed__mid	PASS
filter__glyphMap__colorMode__mono	PASS
filter__grade__preset__bleachBypass	PASS
filter__grade__preset__cinematic	PASS
filter__grade__preset__coolShadows	PASS
filter__grade__preset__crossProcess	PASS
filter__grade__preset__dayForNight	PASS
filter__grade__preset__hardLight	PASS
filter__grade__preset__infrared	PASS
filter__grade__preset__matrix	PASS
filter__grade__preset__monochrome	PASS
filter__grade__preset__neon	PASS
filter__grade__preset__noir	PASS
filter__grade__preset__posterize	PASS
filter__grade__preset__psychedelic	PASS
filter__grade__preset__sepia	PASS
